Format,1,,,,,,,,,,,,,,,,,,,,,,,,,
Emerald Version,3.5.5.0,,,,,,,,,,,,,,,,,,,,,,,,,
Station ID,G21-9800,,,,,,,,,,,,,,,,,,,,,,,,,
Environment,Emerald,,,,,,,,,,,,,,,,,,,,,,,,,
Test Name,0.00 ~ Break in conditions ,,,,,,,,,,,,,,,,,,,,,,,,,
User Name,JC,,,,,,,,,,,,,,,,,,,,,,,,,
Comment,Conditioning,,,,,,,,,,,,,,,,,,,,,,,,,
Test Channel,System,,,,,,,,,,,,,,,,,,,,,,,,,
Logger Name,Process_Data,,,,,,,,,,,,,,,,,,,,,,,,,
Profile Name,Universal_Logger.ini,,,,,,,,,,,,,,,,,,,,,,,,,
Number Of Tags,24,,,,,,,,,,,,,,,,,,,,,,,,,
Initial Log Rate,30000 ms,,,,,,,,,,,,,,,,,,,,,,,,,
Start Time,2024-06-21 08:04:45,,,,,,,,,,,,,,,,,,,,,,,,,
-----------,-----------,-----------,-----------,-----------,-----------,-----------,-----------,-----------,-----------,-----------,-----------,-----------,-----------,-----------,-----------,-----------,-----------,-----------,-----------,-----------,-----------,-----------,-----------,-----------,-----------,-----------
~-~-~-~-~-~,~-~-~-~-~-~,~-~-~-~-~-~,~-~-~-~-~-~,~-~-~-~-~-~,~-~-~-~-~-~,~-~-~-~-~-~,~-~-~-~-~-~,~-~-~-~-~-~,~-~-~-~-~-~,~-~-~-~-~-~,~-~-~-~-~-~,~-~-~-~-~-~,~-~-~-~-~-~,~-~-~-~-~-~,~-~-~-~-~-~,~-~-~-~-~-~,~-~-~-~-~-~,~-~-~-~-~-~,~-~-~-~-~-~,~-~-~-~-~-~,~-~-~-~-~-~,~-~-~-~-~-~,~-~-~-~-~-~,~-~-~-~-~-~,~-~-~-~-~-~,~-~-~-~-~-~
,,,Voltage,Current,Current Density,Temp Anode Inlet Set,Temp Anode Inlet,Temp Anode Outlet,Temp cathode Inlet Set,Temp Cathode Inlet,Temp Cathode Outlet,Pressure Anode Set,Pressure Anode Inlet,Pressure Anode Outlet,Pressure Cathode Set,Pressure Cathode Inlet,Pressure Cathode Outlet,Flow Anode DI Water Supply Set,Flow Anode Di Water Supply,Flow Cathode DI Water Supply Set,Flow Cathode Di Water Supply,Signal In Resistivity Anode,Signal In Resistivity Cathode,Signal In H2 In O2 Sensor,Signal In O2 In H2 Sensor,Signal In E Stop
,s,,V,A,A/cm?,?C,°C,°C,?C,°C,°C,barg,barg,barg,barg,barg,barg,LPM,LPM,LPM,LPM,?S/cm,?S/cm,%,%,OFF/ON
Time Stamp,Elapsed Time,File Mark,voltage,current,current_density,temp_anode_inlet_set,temp_anode_inlet,temp_anode_outlet,temp_cathode_inlet_set,temp_cathode_inlet,temp_cathode_outlet,pressure_anode_set,beck.b1.m07.ch3,beck.b1.m07.ch4,pressure_cathode_set,beck.b1.m08.ch1,beck.b1.m08.ch2,flow_anode_di_water_supply_set,flow_anode_di_water_supply,flow_cathode_di_water_supply_set,flow_cathode_di_water_supply,signal_in_resistivity_anode,signal_in_resistivity_cathode,beck.b1.m11.ch1,beck.b1.m11.ch3,signal_in_e_stop
2024-06-21 08:05:00.005,14.728,,0.370810,0.012240,0.000245,80.000000,79.033394,77.019875,0.000000,25.546444,42.002369,2.000000,0.587979,0.452530,28.500000,0.612514,0.572385,0.500000,0.448500,0.000000,0.000000,0.624783,1.180328,0.900235,8.747215,1.000000
2024-06-21 08:05:30.005,44.728,,0.356590,0.011170,0.000223,80.000000,79.961273,76.946907,0.000000,25.665979,44.353874,2.000000,1.716578,1.590169,28.500000,2.163252,2.162489,0.500000,0.521012,0.000000,0.000000,0.610164,1.170581,0.900235,8.749657,1.000000
2024-06-21 08:06:00.005,74.728,,0.346150,0.012240,0.000234,80.000000,80.519218,77.517212,0.000000,25.729918,45.252838,2.000000,1.910292,1.809270,28.500000,3.747702,3.735766,0.500000,0.459243,0.000000,0.000000,0.590671,1.160835,0.903360,8.754845,1.000000
2024-06-21 08:06:30.005,104.728,,0.340460,0.011170,0.000223,80.000000,80.230980,77.518433,0.000000,25.785515,45.948093,2.000000,1.960827,1.868258,28.500000,5.282638,5.284855,0.500000,0.538469,0.000000,0.000000,0.566305,1.160835,0.900235,8.754845,1.000000
2024-06-21 08:07:00.005,134.728,,0.338570,0.011170,0.000202,80.000000,80.255569,77.518433,0.000000,25.825361,46.380947,2.000000,1.986094,1.851404,28.500000,6.850233,6.832892,0.500000,0.479385,0.000000,0.000000,0.551686,1.151089,0.898672,8.757286,1.000000
2024-06-21 08:07:30.005,164.728,,0.335720,0.011700,0.000213,80.000000,80.304756,77.603554,0.000000,25.878489,46.176254,2.000000,2.011361,1.868258,28.500000,8.400971,8.422996,0.500000,0.538469,0.000000,0.000000,0.532193,1.151089,0.900235,8.762169,1.000000
2024-06-21 08:08:00.005,194.728,,0.336670,0.011170,0.000223,80.000000,80.204292,77.558403,0.000000,25.867880,45.829685,2.000000,1.986094,1.927247,28.500000,9.986475,9.972084,0.500000,0.499527,0.000000,0.000000,0.532193,1.151089,0.903360,8.762169,1.000000
2024-06-21 08:08:30.005,224.728,,0.338570,0.011170,0.000223,80.000000,80.216583,77.619202,0.000000,25.921007,45.728279,2.000000,2.028206,1.885112,28.500000,11.520358,11.511709,0.500000,0.518326,0.000000,0.000000,0.537066,1.126723,0.900235,8.762169,1.000000
2024-06-21 08:09:00.005,254.728,,0.336670,0.012240,0.000245,80.000000,80.314949,77.667847,0.000000,25.960854,45.677578,2.000000,1.986094,1.868258,28.500000,13.072150,13.094450,0.500000,0.507584,0.000000,0.000000,0.532193,1.151089,0.903360,8.767052,1.000000
2024-06-21 08:09:30.005,284.728,,0.334770,0.010640,0.000213,80.000000,80.278061,77.692162,0.000000,26.000698,45.690254,2.000000,2.011361,1.901966,28.500000,14.622888,14.608835,0.500000,0.499527,0.000000,0.000000,0.527320,1.131596,0.903360,8.764611,1.000000
2024-06-21 08:10:00.005,314.728,,0.332880,0.011170,0.000223,80.000000,80.191994,77.752563,0.000000,26.027262,45.626877,2.000000,2.070318,1.901966,28.500000,16.156771,16.198938,0.500000,0.538469,0.000000,0.000000,0.527320,1.126723,0.903360,8.767052,1.000000
2024-06-21 08:10:30.005,344.728,,0.330980,0.010640,0.000213,80.000000,80.216583,77.716484,0.000000,26.067108,45.512794,2.000000,2.028206,1.910393,28.500000,17.716991,17.739614,0.500000,0.490127,0.000000,0.000000,0.517573,1.121849,0.903360,8.771935,1.000000
2024-06-21 08:11:00.005,374.728,,0.329080,0.011170,0.000223,80.000000,80.290359,77.752563,0.000000,26.093672,45.411388,2.000000,1.969249,1.885112,28.500000,19.293013,19.287651,0.500000,0.521012,0.000000,0.000000,0.527320,1.126723,0.903360,8.774377,1.000000
2024-06-21 08:11:30.005,404.728,,0.328140,0.010640,0.000234,80.000000,80.179695,77.667847,0.000000,26.146797,45.411388,2.000000,1.969249,1.885112,28.500000,20.793184,20.827275,0.500000,0.490127,0.000000,0.000000,0.532193,1.131596,0.900235,8.771935,1.000000
2024-06-21 08:12:00.005,434.728,,0.326240,0.012240,0.000245,80.000000,80.228882,77.680000,0.000000,26.173361,45.296799,2.000000,2.028206,1.885112,28.500000,22.378688,22.376364,0.500000,0.459243,0.000000,0.000000,0.527320,1.131596,0.903360,8.774377,1.000000
2024-06-21 08:12:30.005,464.728,,0.325290,0.011700,0.000234,80.000000,80.314949,77.716484,0.000000,26.213207,45.270844,2.000000,2.011361,1.885112,28.500000,23.912570,23.932815,0.500000,0.479385,0.000000,0.000000,0.532193,1.131596,0.903360,8.776818,1.000000
2024-06-21 08:13:00.005,494.728,,0.324340,0.011700,0.000234,80.000000,80.105919,77.667847,0.000000,26.239771,45.244888,2.000000,2.011361,1.868258,28.500000,25.471737,25.464026,0.500000,0.479385,0.000000,0.000000,0.517573,1.131596,0.904923,8.781701,1.000000
2024-06-21 08:13:30.005,524.728,,0.323390,0.011170,0.000223,80.000000,80.302658,77.776360,0.000000,26.253052,45.167023,2.000000,1.969249,1.885112,28.500000,26.888682,26.878503,0.500000,0.479385,0.000000,0.000000,0.527320,1.141342,0.903360,8.791467,1.000000
2024-06-21 08:14:00.005,554.728,,0.322450,0.011170,0.000223,80.000000,80.155106,77.800148,0.000000,26.279615,45.115112,2.000000,2.070318,1.901966,28.500000,28.296145,28.317168,0.500000,0.499527,0.000000,0.000000,0.532193,1.126723,0.903360,8.791467,1.000000
2024-06-21 08:14:30.005,584.728,,0.322450,0.012240,0.000223,80.000000,80.130516,77.643524,0.000000,26.120234,45.154045,2.000000,2.028206,1.910393,28.500000,28.650118,28.662111,0.500000,0.490127,0.000000,0.000000,0.532193,1.141342,0.903360,8.791467,1.000000
2024-06-21 08:15:00.005,614.728,,0.321500,0.012240,0.000245,80.000000,80.216583,77.740669,0.000000,26.013981,44.946407,2.000000,2.019783,1.927247,28.500000,28.633262,28.636871,0.500000,0.518326,0.000000,0.000000,0.532193,1.131596,0.903360,8.793909,1.000000
2024-06-21 08:15:30.005,644.728,,0.321500,0.011170,0.000223,80.000000,80.290359,77.740669,0.000000,25.974134,44.660904,2.000000,2.019783,1.868258,28.500000,28.607979,28.628458,0.500000,0.499527,0.000000,0.000000,0.527320,1.126723,0.904923,8.791467,1.000000
2024-06-21 08:16:00.005,674.728,,0.320550,0.011700,0.000234,80.000000,80.290359,77.752563,0.000000,25.960854,44.311146,2.000000,1.986094,1.868258,28.500000,28.574267,28.561152,0.500000,0.507584,0.000000,0.000000,0.517573,1.126723,0.903360,8.793909,1.000000
2024-06-21 08:16:30.005,704.728,,0.319600,0.012240,0.000245,80.000000,80.186562,77.656906,0.000000,25.923479,44.003494,2.000000,1.960827,1.851404,28.500000,28.548983,28.577978,0.500000,0.507584,0.000000,0.000000,0.527320,1.126723,0.903360,8.793909,1.000000
