Format,1,,,,,,,,,,,,,,
Emerald Version,3.5.5.0,,,,,,,,,,,,,,
Station ID,G21-9800,,,,,,,,,,,,,,
Environment,Emerald,,,,,,,,,,,,,,
Test Name,AN 0BAR, CA 0BAR ~ EIS 0.3 A cm-2,,,,,,,,,,,,,,
User Name,OB,,,,,,,,,,,,,,
Comment,EIS data logger,,,,,,,,,,,,,,
Test Channel,System,,,,,,,,,,,,,,
Logger Name,Process_Data,,,,,,,,,,,,,,
Profile Name,EIS.ini,,,,,,,,,,,,,,
Number Of Tags,13,,,,,,,,,,,,,,
Initial Log Rate,100 ms,,,,,,,,,,,,,,
Start Time,2024-06-20 08:02:52,,,,,,,,,,,,,,
-----------,-----------,-----------,-----------,-----------,-----------,-----------,-----------,-----------,-----------,-----------,-----------,-----------,-----------,-----------,-----------
~-~-~-~-~-~,~-~-~-~-~-~,~-~-~-~-~-~,~-~-~-~-~-~,~-~-~-~-~-~,~-~-~-~-~-~,~-~-~-~-~-~,~-~-~-~-~-~,~-~-~-~-~-~,~-~-~-~-~-~,~-~-~-~-~-~,~-~-~-~-~-~,~-~-~-~-~-~,~-~-~-~-~-~,~-~-~-~-~-~,~-~-~-~-~-~
,,,eis01.DC Voltage,eis01.DC Current,eis01.aux01.Real Z,eis01.Imag Z,eis01.Frequency,eis01.Estimated HFR,eis01.Modulus Z,eis01.STDEV Z,eis01.Phase Z,cv01.Cycles Set,EIS real axis multiplied by cell active area,Eis imaginary axis multiplied by cell active area,Signal In E Stop
,s,,V,A,Ohms,Ohms,Hz,Ohms,Ohms,Ohms,°,CYCLES,mOhm.cm2,mOhm.cm2,OFF/ON
Time Stamp,Elapsed Time,File Mark,eis01.dc_voltage,eis01.dc_current,eis01.aux01.real_z,eis01.imag_z,eis01.frequency,eis01.estimated_hfr,eis01.modulus_z,eis01.stdev_z,eis01.phase_z,cv01.cycles_set,eis_real_axis_norm,eis_imag_axis_norm,signal_in_e_stop
2024-06-20 08:02:52.605,0.012,,1.496644,24.994318,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,101.565442,2.705892,1.000000
2024-06-20 08:02:52.705,0.112,,1.496644,24.994318,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,0.000000,-0.000000,1.000000
2024-06-20 08:02:52.805,0.212,,1.496644,24.994318,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,0.000000,-0.000000,1.000000
2024-06-20 08:02:52.905,0.312,,1.496644,24.994318,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,0.000000,-0.000000,1.000000
2024-06-20 08:02:53.005,0.412,,1.496644,24.994318,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,0.000000,-0.000000,1.000000
2024-06-20 08:02:53.105,0.512,,1.496644,24.994318,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,0.000000,-0.000000,1.000000
2024-06-20 08:02:53.205,0.612,,1.496644,24.994318,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,0.000000,-0.000000,1.000000
2024-06-20 08:02:53.305,0.712,,1.496644,24.994318,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,0.000000,-0.000000,1.000000
2024-06-20 08:02:53.405,0.812,,1.474219,14.994617,0.000000,-0.000016,10007.812500,0.000000,0.000837,1.000000,-1.117046,3.000000,0.000000,-0.000000,1.000000
2024-06-20 08:02:53.505,0.912,,1.474219,14.994617,0.000000,-0.000016,10007.812500,0.000000,0.000837,1.000000,-1.117046,3.000000,41.846500,0.815948,1.000000
2024-06-20 08:02:53.605,1.012,,1.474219,14.994617,0.000000,-0.000016,10007.812500,0.000000,0.000837,1.000000,-1.117046,3.000000,41.846500,0.815948,1.000000
2024-06-20 08:02:53.705,1.112,,1.474219,14.994617,0.000000,-0.000016,10007.812500,0.000000,0.000837,1.000000,-1.117046,3.000000,41.846500,0.815948,1.000000
2024-06-20 08:02:53.805,1.212,,1.474219,14.994617,0.000000,-0.000016,10007.812500,0.000000,0.000837,1.000000,-1.117046,3.000000,41.846500,0.815948,1.000000
2024-06-20 08:02:53.905,1.312,,1.474219,14.994617,0.000000,-0.000016,10007.812500,0.000000,0.000837,1.000000,-1.117046,3.000000,41.846500,0.815948,1.000000
2024-06-20 08:02:54.005,1.412,,1.474219,14.994617,0.000000,-0.000016,10007.812500,0.000000,0.000837,1.000000,-1.117046,3.000000,41.846500,0.815948,1.000000
2024-06-20 08:02:54.105,1.512,,1.474219,14.994617,0.000000,-0.000016,10007.812500,0.000000,0.000837,1.000000,-1.117046,3.000000,41.846500,0.815948,1.000000
2024-06-20 08:02:54.205,1.612,,1.474219,14.994617,0.000000,-0.000016,10007.812500,0.000000,0.000837,1.000000,-1.117046,3.000000,41.846500,0.815948,1.000000
2024-06-20 08:02:54.305,1.712,,1.474219,14.994617,0.000000,-0.000016,10007.812500,0.000000,0.000837,1.000000,-1.117046,3.000000,41.846500,0.815948,1.000000
2024-06-20 08:02:54.405,1.812,,1.474219,14.994617,0.000000,-0.000016,10007.812500,0.000000,0.000837,1.000000,-1.117046,3.000000,41.846500,0.815948,1.000000
2024-06-20 08:02:54.505,1.912,,1.474219,14.994617,0.000000,-0.000016,10007.812500,0.000000,0.000837,1.000000,-1.117046,3.000000,41.846500,0.815948,1.000000
2024-06-20 08:02:54.605,2.012,,1.474219,14.994617,0.000000,-0.000016,10007.812500,0.000000,0.000837,1.000000,-1.117046,3.000000,41.846500,0.815948,1.000000
2024-06-20 08:02:54.705,2.112,,1.474219,14.994617,0.000000,-0.000016,10007.812500,0.000000,0.000837,1.000000,-1.117046,3.000000,41.846500,0.815948,1.000000
2024-06-20 08:02:54.805,2.212,,1.474219,14.994617,0.000000,-0.000016,10007.812500,0.000000,0.000837,1.000000,-1.117046,3.000000,41.846500,0.815948,1.000000
2024-06-20 08:02:54.905,2.312,,1.474219,14.994617,0.000000,-0.000016,10007.812500,0.000000,0.000837,1.000000,-1.117046,3.000000,41.846500,0.815948,1.000000
2024-06-20 08:02:55.005,2.412,,1.474219,14.994617,0.000000,-0.000016,10007.812500,0.000000,0.000837,1.000000,-1.117046,3.000000,41.846500,0.815948,1.000000
2024-06-20 08:02:55.106,2.513,,1.474219,14.994617,0.000000,-0.000016,10007.812500,0.000000,0.000837,1.000000,-1.117046,3.000000,41.846500,0.815948,1.000000
2024-06-20 08:02:55.205,2.612,,1.474219,14.994617,0.000000,-0.000016,10007.812500,0.000000,0.000837,1.000000,-1.117046,3.000000,41.846500,0.815948,1.000000
2024-06-20 08:02:55.305,2.712,,1.474219,14.994617,0.000000,-0.000016,10007.812500,0.000000,0.000837,1.000000,-1.117046,3.000000,41.846500,0.815948,1.000000
2024-06-20 08:02:55.405,2.812,,1.474219,14.994617,0.000000,-0.000016,10007.812500,0.000000,0.000837,1.000000,-1.117046,3.000000,41.846500,0.815948,1.000000
2024-06-20 08:02:55.505,2.912,,1.474219,14.994617,0.000000,-0.000016,10007.812500,0.000000,0.000837,1.000000,-1.117046,3.000000,41.846500,0.815948,1.000000
2024-06-20 08:02:55.605,3.012,,1.474219,14.994617,0.000000,-0.000016,10007.812500,0.000000,0.000837,1.000000,-1.117046,3.000000,41.846500,0.815948,1.000000
2024-06-20 08:02:55.705,3.112,,1.474219,14.994617,0.000000,-0.000016,10007.812500,0.000000,0.000837,1.000000,-1.117046,3.000000,41.846500,0.815948,1.000000
2024-06-20 08:02:55.805,3.212,,1.474219,14.994617,0.000000,-0.000016,10007.812500,0.000000,0.000837,1.000000,-1.117046,3.000000,41.846500,0.815948,1.000000
2024-06-20 08:02:55.905,3.312,,1.474219,14.994617,0.000000,-0.000016,10007.812500,0.000000,0.000837,1.000000,-1.117046,3.000000,41.846500,0.815948,1.000000
2024-06-20 08:02:56.005,3.412,,1.474219,14.994617,0.000000,-0.000016,10007.812500,0.000000,0.000837,1.000000,-1.117046,3.000000,41.846500,0.815948,1.000000
2024-06-20 08:02:56.105,3.512,,1.474219,14.994617,0.000000,-0.000016,10007.812500,0.000000,0.000837,1.000000,-1.117046,3.000000,41.846500,0.815948,1.000000
2024-06-20 08:02:56.205,3.612,,1.474219,14.994617,0.000000,-0.000016,10007.812500,0.000000,0.000837,1.000000,-1.117046,3.000000,41.846500,0.815948,1.000000
2024-06-20 08:02:56.305,3.712,,1.474219,14.994617,0.000000,-0.000016,10007.812500,0.000000,0.000837,1.000000,-1.117046,3.000000,41.846500,0.815948,1.000000
2024-06-20 08:02:56.405,3.812,,1.474219,14.994617,0.000000,-0.000016,10007.812500,0.000000,0.000837,1.000000,-1.117046,3.000000,41.846500,0.815948,1.000000
2024-06-20 08:02:56.505,3.912,,1.474219,14.994617,0.000000,-0.000016,10007.812500,0.000000,0.000837,1.000000,-1.117046,3.000000,41.846500,0.815948,1.000000
2024-06-20 08:02:56.605,4.012,,1.474219,14.994617,0.000000,-0.000016,10007.812500,0.000000,0.000837,1.000000,-1.117046,3.000000,41.846500,0.815948,1.000000
2024-06-20 08:02:56.705,4.112,,1.474219,14.994617,0.000000,-0.000016,10007.812500,0.000000,0.000837,1.000000,-1.117046,3.000000,41.846500,0.815948,1.000000
2024-06-20 08:02:56.805,4.212,,1.474219,14.994617,0.000000,-0.000016,10007.812500,0.000000,0.000837,1.000000,-1.117046,3.000000,41.846500,0.815948,1.000000
2024-06-20 08:02:56.906,4.313,,1.474219,14.994617,0.000000,-0.000016,10007.812500,0.000000,0.000837,1.000000,-1.117046,3.000000,41.846500,0.815948,1.000000
2024-06-20 08:02:57.005,4.412,,1.474219,14.994617,0.000000,-0.000016,10007.812500,0.000000,0.000837,1.000000,-1.117046,3.000000,41.846500,0.815948,1.000000
